file,shape_raw,shape_3d,air_ratio,is_outlier
cave_1561.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5298258463541666,False
cave_1562.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9515007078185562,False
cave_1563.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8756004156068314,False
cave_1564.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.472412109375,False
cave_1565.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4520670572916667,False
cave_1566.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4878743489583333,False
cave_1567.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4925333658854167,False
cave_1568.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5323893229166666,False
cave_1569.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5350133614946705,False
cave_157.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5521443684895834,False
cave_1570.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5432942708333334,False
cave_1571.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8536746002906976,False
cave_1572.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5201212565104166,False
cave_1573.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.921943605408188,False
cave_1574.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8543880965358527,False
cave_1575.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.902847171753876,False
cave_1576.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4899088541666667,False
cave_1577.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9398666500121124,False
cave_1578.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.31955547480620156,False
cave_1579.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5448811848958334,False
cave_158.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9676456894985465,False
cave_1580.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7411238796027132,False
cave_1581.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.937389285065407,False
cave_1582.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4975382486979167,False
cave_1583.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7729085286458334,False
cave_1584.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9236379224200582,False
cave_1585.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6171269379844961,False
cave_1586.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5290323893229166,False
cave_1587.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8799850109011628,False
cave_1588.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5728556315104166,False
cave_1589.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5467936197916666,False
cave_159.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5403849283854166,False
cave_1590.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9642471195191376,False
cave_1591.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4534505208333333,False
cave_1592.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5041707356770834,False
cave_1593.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6108601888020834,False
cave_1594.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.53265380859375,False
cave_1595.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5416666666666666,False
cave_1596.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9292782332546027,False
cave_1597.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.43084716796875,False
cave_1598.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9412751900133236,False
cave_1599.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5494791666666666,False
cave_16.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5042393410852714,False
cave_160.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8295557776162791,False
cave_1600.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9354304823764535,False
cave_1601.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9758395409399225,False
cave_1602.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5103556315104166,False
cave_1603.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6102701822916666,False
cave_1604.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8537924123364825,False
cave_1605.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.935348629027374,False
cave_1606.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7589518229166666,False
cave_1607.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9485293839328973,False
cave_1608.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4283243815104167,False
cave_1609.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6531310562015504,False
cave_161.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6154988606770834,False
cave_1610.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9636060138081395,False
cave_1611.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9778035481770834,False
cave_1612.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7967112933018411,False
cave_1613.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8840748395106589,False
cave_1614.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4280598958333333,False
cave_1615.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.50616455078125,False
cave_1616.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4144287109375,False
cave_1617.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7461618822674418,False
cave_1618.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9282983587693798,False
cave_1619.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4156697591145833,False
cave_162.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9085948855377907,False
cave_1620.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8410341721172481,False
cave_1621.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9370046216388082,False
cave_1622.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4990234375,False
cave_1623.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8401172253512597,False
cave_1624.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7449582122093024,False
cave_1625.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.542236328125,False
cave_1626.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8824505473292151,False
cave_1627.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9808709196342055,False
cave_1628.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7974200581395349,False
cave_1629.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3414713541666667,False
cave_163.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9521120056625485,False
cave_1630.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.47300258902616277,False
cave_1631.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8313082909399225,False
cave_1632.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6017049153645834,False
cave_1633.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9019884212996608,False
cave_1634.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4962565104166667,False
cave_1635.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4883626302083333,False
cave_1636.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9054977062136628,False
cave_1637.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5520833333333334,False
cave_1638.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5073445638020834,False
cave_1639.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9245648051417151,False
cave_164.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5948689778645834,False
cave_1640.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4623616536458333,False
cave_1641.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6665455426356589,False
cave_1642.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9768832894258721,False
cave_1643.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.56976318359375,False
cave_1644.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9506405379421027,False
cave_1645.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.43359375,False
cave_1646.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8749181466509205,False
cave_1647.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4463297526041667,False
cave_1648.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4602864583333333,False
cave_1649.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.01512962163880814,False
cave_165.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4403076171875,False
cave_1650.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7701368701550387,False
cave_1651.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.529296875,False
cave_1652.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5163370768229166,False
cave_1653.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9737619799236918,False
cave_1654.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8788139875545058,False
cave_1655.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7638232800387597,False
cave_1656.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5985646802325582,False
cave_1657.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6202392578125,False
cave_1658.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9319188317587209,False
cave_1659.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6167195638020834,False
cave_166.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5054524739583334,False
cave_1660.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9305779508842055,False
cave_1661.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4281412760416667,False
cave_1662.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9630992800690407,False
cave_1663.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9748057284096415,False
cave_1664.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4768269856770833,False
cave_1665.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.845287234284157,False
cave_1666.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.65625,False
cave_1667.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4493204752604167,False
cave_1668.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6590779622395834,False
cave_1669.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5611368815104166,False
cave_167.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.925315679505814,False
cave_1670.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4845377604166667,False
cave_1671.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6716663449309593,False
cave_1672.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5491943359375,False
cave_1673.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9189046223958334,False
cave_1674.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3509114583333333,False
cave_1675.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.592781007751938,False
cave_1676.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6626993815104166,False
cave_1677.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9495419051296027,False
cave_1678.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5856526692708334,False
cave_1679.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5880500734314438,False
cave_168.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5978800455729166,False
cave_1680.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9307837671087694,False
cave_1681.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.72998046875,False
cave_1682.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.28321022211119184,False
cave_1683.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3211958537730136,False
cave_1684.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9702489098837209,False
cave_1685.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5767008463541666,False
cave_1686.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8830315641654555,False
cave_1687.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5393880208333334,False
cave_1688.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8785353076550387,False
cave_1689.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8666386567344961,False
cave_169.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7942713064740795,False
cave_1690.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4625651041666667,False
cave_1691.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.44696044921875,False
cave_1692.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8608668127725291,False
cave_1693.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8645946887112403,False
cave_1694.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.459228515625,False
cave_1695.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6392320736434108,False
cave_1696.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.55926513671875,False
cave_1697.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9444144788638565,False
cave_1698.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8038736979166666,False
cave_1699.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5714934593023255,False
cave_17.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9294504564861918,False
cave_170.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9409558200096899,False
cave_1700.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7343097065770349,False
cave_1701.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.517578125,False
cave_1702.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4381917317708333,False
cave_1703.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8507889148800872,False
cave_1704.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9746197840964147,False
cave_1705.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6682109980620154,False
cave_1706.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7343295784883721,False
cave_1707.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9099707788275194,False
cave_1708.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9199389080668605,False
cave_1709.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8797063310016957,False
cave_171.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9238981498304264,False
cave_1710.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8154760552931202,False
cave_1711.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9450447023376938,False
cave_1712.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6257527669270834,False
cave_1713.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7585368784823159,False
cave_1714.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5817057291666666,False
cave_1715.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5628662109375,False
cave_1716.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6261156658793605,False
cave_1717.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.38470458984375,False
cave_1718.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4622395833333333,False
cave_1719.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6855265299479166,False
cave_172.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.616455078125,False
cave_1720.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7742929384689923,False
cave_1721.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4902750651041667,False
cave_1722.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9755689044331395,False
cave_1723.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5186564127604166,False
cave_1724.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5564168294270834,False
cave_1725.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.969734132751938,False
cave_1726.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9111630935077519,False
cave_1727.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5203653971354166,False
cave_1728.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9512816436531008,False
cave_1729.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6087239583333334,False
cave_173.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5451456705729166,False
cave_1730.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5524088541666666,False
cave_1731.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9153082795845445,False
cave_1732.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.915992914244186,False
cave_1733.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.938472777374031,False
cave_1734.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.798095703125,False
cave_1735.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6101481119791666,False
cave_1736.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9293690762778585,False
cave_1737.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8001420368519865,False
cave_1738.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7864299448885659,False
cave_1739.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6979777018229166,False
cave_174.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9480141336603682,False
cave_1740.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4671223958333333,False
cave_1741.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9489694048267926,False
cave_1742.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9005231044089147,False
cave_1743.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.972274898558624,False
cave_1744.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9599334953367248,False
cave_1745.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5654296875,False
cave_1746.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5816446940104166,False
cave_1747.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9085948855377907,False
cave_1748.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9277608708817829,False
cave_1749.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.32181756071342055,False
cave_175.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.61663818359375,False
cave_1750.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.544921875,False
cave_1751.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9692080002422481,False
cave_1752.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7351594673570736,False
cave_1753.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.47589111328125,False
cave_1754.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.42382670557776164,False
cave_1755.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6913045247395834,False
cave_1756.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.022030852561773256,False
cave_1757.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4388020833333333,False
cave_1758.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5830891927083334,False
cave_1759.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6208902994791666,False
cave_176.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5804443359375,False
cave_1760.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7642486335695252,False
cave_1761.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9058459378028101,False
cave_1762.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9540168703064438,False
cave_1763.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5000406901041666,False
cave_1764.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7195089177567829,False
cave_1765.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8492067322250485,False
cave_1766.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6395348837209303,False
cave_1767.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8092372214147286,False
cave_1768.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4870198567708333,False
cave_1769.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5304726297541182,False
cave_177.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.51861572265625,False
cave_1770.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9560139973958334,False
cave_1771.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.55267333984375,False
cave_1772.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8894923010537791,False
cave_1773.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7312607876090116,False
cave_1774.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4943033854166667,False
cave_1775.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4727986653645833,False
cave_1776.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5424601236979166,False
cave_1777.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49859950339147285,False
cave_1778.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4839274088541667,False
cave_1779.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.63232421875,False
cave_178.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9269130026647286,False
cave_1780.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6918604651162791,False
cave_1781.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4959309895833333,False
cave_1782.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4858601888020833,False
cave_1783.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.45361328125,False
cave_1784.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4154866536458333,False
cave_1785.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.45263671875,False
cave_1786.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4428304036458333,False
cave_1787.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9647547995397286,False
cave_1788.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5206828745760659,False
cave_1789.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8010083575581395,False
cave_179.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8308507638384205,False
cave_1790.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5905354817708334,False
cave_1791.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9714733981346899,False
cave_1792.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.49127197265625,False
cave_1793.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5515950520833334,False
cave_1794.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9089374394379846,False
cave_1795.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7453494996063469,False
cave_1796.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8171907173570736,False
cave_1797.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8309117989946705,False
cave_1798.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8429811462875485,False
cave_1799.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7459404523982558,False
cave_18.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7090600775193798,False
cave_180.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4552815755208333,False
cave_1800.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6223518312439438,False
cave_1801.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6048177083333334,False
cave_1802.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5399576822916666,False
cave_1803.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8042938468992248,False
cave_1804.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5996581084968508,False
cave_1805.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8463617369186046,False
cave_1806.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.54034423828125,False
cave_1807.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9811940747638082,False
cave_1808.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5107218424479166,False
cave_1809.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.2598867490310077,False
cave_181.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9180506033490795,False
cave_1810.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7206666931625485,False
cave_1811.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5399576822916666,False
cave_1812.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7916628815406976,False
cave_1813.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7635408150133236,False
cave_1814.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5538533528645834,False
cave_1815.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8157930595930233,False
cave_1816.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.22594741703003876,False
cave_1817.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.3951619466145833,False
cave_1818.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4774373372395833,False
cave_1819.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4510091145833333,False
cave_182.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4379963246426841,False
cave_1820.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9384131616400194,False
cave_1821.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.62396240234375,False
cave_1822.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7812239772589632,False
cave_1823.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.7223917643229166,False
cave_1824.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9053614416787791,False
cave_1825.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8399062045784884,False
cave_1826.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5083211263020834,False
cave_1827.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.54046630859375,False
cave_1828.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.8609193313953488,False
cave_1829.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6174751695736435,False
cave_183.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4005496002906977,False
cave_1830.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.65966796875,False
cave_1831.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5669437378875969,False
cave_1832.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5003231551296027,False
cave_1833.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4578653971354167,False
cave_1834.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4180094401041667,False
cave_1835.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6145492671996124,False
cave_1836.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9506944759871608,False
cave_1837.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.55078125,False
cave_1838.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.6573486328125,False
cave_1839.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.877452761627907,False
cave_184.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9062992066375969,False
cave_1840.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9369535224382267,False
cave_1841.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5374959309895834,False
cave_1842.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.970569699309593,False
cave_1843.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.756343871124031,False
cave_1844.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.4116007486979167,False
cave_1845.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.39093017578125,False
cave_1846.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.9819723912911822,False
cave_1847.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5047607421875,False
cave_1848.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5470784505208334,False
cave_1849.pt,"[1, 129, 128, 128]","[129, 128, 128]",0.5953369140625,False
